X,Y,Pressure,TiltX,TiltY,Time,Color
850.754128652269,692.188936366786,0.520500481128693,3839.0,-2321.0,1.7925586,0
849.595565307772,693.294837741079,0.529045522212982,3839.0,-2321.0,1.8081657,0
847.225776648574,693.558147592101,0.502433836460114,3839.0,-2321.0,1.8244038,0
846.857142857143,693.084189860261,0.518303215503693,3839.0,-2321.0,1.8401017,0
846.541171035916,691.609654694537,0.524162650108337,3839.0,-2321.0,1.8553332,0
846.383185125303,689.239866035339,0.524162650108337,3839.0,-2321.0,1.8708353,0
846.22519921469,685.922161912461,0.521721243858337,3839.0,-2321.0,1.8865284,0
845.803903453055,682.499133849174,0.523674368858337,3789.0,-2284.0,1.9021573,0
844.487354197944,677.54890864996,0.549309551715851,3789.0,-2284.0,1.9177686,0
844.171382376718,676.653655156485,0.554680705070496,3739.0,-2248.0,1.9333935,0
842.222889479155,672.072063748701,0.583489716053009,3636.0,-2173.0,1.9490192,0
839.431805058321,665.647303383763,0.617914080619812,3585.0,-2136.0,1.9646723,0
837.641298071371,661.013050005774,0.630609571933746,3585.0,-2136.0,1.9646723,0
837.167340339531,659.801824691073,0.632806897163391,3585.0,-2136.0,1.9802731,0
835.850791084421,655.799514955538,0.635004222393036,3585.0,-2136.0,1.9958898,0
834.060284097471,649.74338838203,0.639154672622681,3585.0,-2136.0,1.9958898,0
833.69165030604,648.163529275898,0.641107797622681,3585.0,-2136.0,2.0115112,0
832.691072872156,643.634599838319,0.643060982227325,3585.0,-2136.0,2.0272791,0
831.42718558725,637.841783115833,0.64745557308197,3536.0,-2102.0,2.0272791,0
831.163875736228,636.314585979905,0.64745557308197,3536.0,-2102.0,2.0427676,0
830.321284212958,627.836008776995,0.651606023311615,3536.0,-2102.0,2.0427676,0
830.215960272549,625.992839819841,0.651606023311615,3536.0,-2102.0,2.0585448,0
830.11063633214,624.202332832891,0.653559148311615,3536.0,-2102.0,2.0585448,0
830.005312391731,622.464487816145,0.653559148311615,3536.0,-2102.0,2.0741221,0
829.742002540709,617.461600646726,0.65551233291626,3536.0,-2102.0,2.0741221,0
829.6366786003,615.671093659776,0.65551233291626,3536.0,-2102.0,2.0896282,0
829.426030719483,610.194248758517,0.65746545791626,3536.0,-2102.0,2.0896282,0
829.373368749278,608.456403741772,0.659662783145905,3536.0,-2102.0,2.1053448,0
829.162720868461,603.453516572352,0.664301514625549,3536.0,-2102.0,2.1053448,0
829.110058898256,601.87365746622,0.666254699230194,3536.0,-2102.0,2.120879,0
828.952072987643,597.502713939254,0.672114133834839,3536.0,-2102.0,2.1365522,0
828.688763136621,592.131192978404,0.677973628044128,3550.0,-2069.0,2.1473159,0
828.425453285599,587.128305808985,0.679926753044128,3594.0,-1951.0,2.1629488,0
828.214805404781,582.704700311814,0.684077203273773,3618.0,-1885.0,2.1629488,0
828.214805404781,581.70412287793,0.684077203273773,3618.0,-1885.0,2.1785723,0
828.214805404781,579.018362397505,0.679682612419128,3618.0,-1885.0,2.1942908,0
828.214805404781,578.175770874235,0.676020443439484,3631.0,-1846.0,2.1942908,0
828.214805404781,577.333179350964,0.672602415084839,3644.0,-1805.0,2.1942908,0
828.214805404781,576.543249797898,0.664789795875549,3656.0,-1766.0,2.2099219,0
828.32012934519,574.594756900335,0.638666331768036,3693.0,-1636.0,2.2254519,0
828.636101166416,572.540940062363,0.573479831218719,3726.0,-1510.0,2.2254519,0
828.688763136621,572.014320360319,0.529045522212982,3734.0,-1473.0,2.2254519,0
834.060284097471,575.437348423606,0.0280613414943218,3539.0,-337.0,2.9601824,0
834.060284097471,575.437348423606,0.0305027849972248,3539.0,-337.0,2.9770568,0
834.060284097471,575.437348423606,0.0427100025117397,3539.0,-337.0,2.9926896,0
834.060284097471,575.437348423606,0.0558937974274158,3539.0,-337.0,3.0083988,0
834.060284097471,575.437348423606,0.0297703519463539,3539.0,-337.0,3.0239867,0
824.844439311699,574.331447049313,0.0871442705392838,3327.0,-185.0,3.4320551,0
