X,Y,Pressure,TiltX,TiltY,Time,Color
945.06,642.453333333333,0.22021484375,12502.0,12514.0,4.3561977,0
943.4925,641.566666666667,0.233642578125,12502.0,12514.0,4.3717359,0
943.2075,641.44,0.2041015625,12502.0,12514.0,4.3727837,0
943.2075,641.44,0.2158203125,12502.0,12514.0,4.3872394,0
942.6375,641.44,0.253662109375,12502.0,12514.0,4.3872394,0
942.3525,641.44,0.269287109375,12502.0,12514.0,4.4028884,0
941.7825,641.44,0.319091796875,12502.0,12514.0,4.417052,0
940.9275,641.44,0.37060546875,12502.0,12514.0,4.4321035,0
939.7875,641.946666666667,0.39208984375,12502.0,12514.0,4.4475546,0
938.3625,643.086666666667,0.421875,12502.0,12514.0,4.4634723,0
937.08,644.353333333333,0.427490234375,12502.0,12514.0,4.4634723,0
936.795,644.86,0.43017578125,12502.0,12514.0,4.4788592,0
935.655,646.126666666667,0.4326171875,12502.0,12514.0,4.4802035,0
935.2275,646.633333333333,0.437744140625,12502.0,12514.0,4.4937183,0
933.09,648.66,0.457763671875,12502.0,12514.0,4.4994402,0
932.52,649.293333333333,0.464111328125,12502.0,12514.0,4.5093194,0
930.525,651.193333333333,0.484619140625,12502.0,12514.0,4.5310491,0
926.3925,654.233333333333,0.52734375,12502.0,12514.0,4.5320432,0
925.11,654.866666666667,0.536376953125,12502.0,12514.0,4.5464092,0
921.69,656.766666666667,0.555908203125,12502.0,12514.0,4.5612428,0
917.7,659.933333333333,0.5751953125,12502.0,12514.0,4.5753032,0
913.14,663.226666666667,0.5966796875,12502.0,12514.0,4.5924866,0
909.0075,667.026666666667,0.61474609375,12502.0,12514.0,4.5924866,0
907.8675,668.04,0.617919921875,12502.0,12514.0,4.6049565,0
904.02,671.206666666667,0.62744140625,12502.0,12514.0,4.6202172,0
898.7475,675.513333333333,0.638916015625,12502.0,12514.0,4.6339609,0
892.62,680.2,0.649169921875,12502.0,12514.0,4.6508664,0
884.355,686.786666666667,0.66650390625,12502.0,12514.0,4.6657704,0
876.945,692.74,0.6748046875,12502.0,12514.0,4.667887,0
874.95,694.133333333333,0.677734375,12502.0,12514.0,4.6894138,0
867.255,699.706666666667,0.689453125,12502.0,12514.0,4.7034681,0
859.56,705.533333333333,0.699462890625,12502.0,12514.0,4.7173558,0
852.15,711.106666666667,0.7138671875,12502.0,12514.0,4.7333513,0
845.7375,716.046666666667,0.718017578125,12502.0,12514.0,4.7486835,0
839.325,720.353333333333,0.722900390625,12502.0,12514.0,4.7647131,0
832.9125,724.786666666667,0.722900390625,12502.0,12514.0,4.7783016,0
826.6425,729.6,0.734619140625,12502.0,12514.0,4.79335,0
820.9425,734.286666666667,0.73193359375,12502.0,12514.0,4.8083942,0
814.815,738.34,0.734375,12502.0,12514.0,4.8232006,0
809.115,742.393333333333,0.7392578125,12552.0,12463.0,4.8386103,0
804.1275,745.94,0.744140625,12552.0,12463.0,4.860045,0
798.7125,750.12,0.750244140625,12602.0,12408.0,4.8695214,0
794.1525,753.16,0.752197265625,12602.0,12408.0,4.890873,0
789.5925,756.073333333333,0.754150390625,12587.0,12284.0,4.90535,0
784.4625,759.24,0.754150390625,12577.0,12160.0,4.9206074,0
780.9,761.013333333333,0.756103515625,12577.0,12160.0,4.9344073,0
777.9075,762.153333333333,0.756103515625,12598.0,12134.0,4.9508285,0
774.345,762.913333333333,0.758056640625,12598.0,12134.0,4.9654801,0
770.07,763.166666666667,0.751708984375,12543.0,12083.0,4.9664773,0
768.7875,763.166666666667,0.747802734375,12475.0,12019.0,4.9866329,0
767.6475,763.04,0.743896484375,12428.0,11976.0,4.9896651,0
766.365,762.913333333333,0.7314453125,12428.0,11976.0,4.9996139,0
762.5175,762.786666666667,0.68798828125,12428.0,11976.0,5.0106616,0
757.9575,761.646666666667,0.43310546875,12428.0,11976.0,5.0148992,0
750.8325,710.473333333333,0.400390625,12450.0,11436.0,5.704434,0
752.685,704.266666666667,0.436767578125,12450.0,11436.0,5.7148899,0
756.5325,701.226666666667,0.441650390625,12450.0,11436.0,5.7298392,0
760.665,698.693333333333,0.444091796875,12450.0,11436.0,5.7298392,0
761.52,698.186666666667,0.444091796875,12450.0,11436.0,5.7450814,0
764.37,696.793333333333,0.4638671875,12450.0,11436.0,5.7607772,0
766.935,695.273333333333,0.50830078125,12417.0,11495.0,5.7760979,0
769.3575,694.133333333333,0.552978515625,12400.0,11525.0,5.7868873,0
771.21,693.246666666667,0.578369140625,12400.0,11525.0,5.7911909,0
771.78,692.993333333333,0.586669921875,12400.0,11525.0,5.8138215,0
774.63,691.346666666667,0.628173828125,12382.0,11554.0,5.8224057,0
776.625,690.08,0.657958984375,12364.0,11585.0,5.8443041,0
779.0475,688.686666666667,0.68603515625,12346.0,11612.0,5.8593505,0
780.9,687.42,0.703857421875,12328.0,11641.0,5.8738243,0
783.465,685.773333333333,0.7333984375,12328.0,11641.0,5.8888916,0
786.7425,684.253333333333,0.7353515625,12328.0,11641.0,5.905226,0
